hospital_id,hospital_name,state,city,specialization,consultation_fee,rating,available_slots,beds_available,latitude,longitude,review,cost_category,rating_category
155,Civil Hospital Fazilka,Punjab,Fazilka,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",400,4.1,7,200,30.403,74.028,Major government hospital with basic facilities,Low,Good
156,Sandhu Hospital Fazilka,Punjab,Fazilka,"['General Medicine', 'Pediatrics', 'ENT']",550,4.2,5,140,30.4042,74.0295,Reliable and affordable healthcare,Medium,Good
157,City Hospital Fazilka,Punjab,Fazilka,"['Cardiology', 'Orthopedics', 'General Medicine']",650,4.3,4,160,30.4055,74.031,Good facilities with experienced doctors,Medium,Good
158,Life Care Hospital Fazilka,Punjab,Fazilka,"['Orthopedics', 'Dermatology', 'General Medicine']",600,4.2,6,130,30.4068,74.0325,Affordable and friendly staff,Medium,Good
159,Drishti Eye Hospital Fazilka,Punjab,Fazilka,"['Ophthalmology', 'General Medicine']",500,4.4,3,100,30.408,74.034,Specialized eye care services,Medium,Good
160,Om Hospital Fazilka,Punjab,Fazilka,"['General Medicine', 'Pathology', 'Dentistry']",450,4.1,6,120,30.4095,74.0355,Good for basic treatments,Low,Good
161,Civil Hospital Nawanshahr,Punjab,Nawanshahr,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",400,4.1,7,200,31.124,76.119,Major government hospital with basic facilities,Low,Good
162,Sandhu Hospital Nawanshahr,Punjab,Nawanshahr,"['General Medicine', 'Pediatrics', 'ENT']",550,4.2,5,140,31.1252,76.1205,Reliable and affordable healthcare,Medium,Good
163,City Hospital Nawanshahr,Punjab,Nawanshahr,"['Cardiology', 'Orthopedics', 'General Medicine']",650,4.3,4,160,31.1265,76.122,Good facilities with experienced doctors,Medium,Good
164,Life Care Hospital Nawanshahr,Punjab,Nawanshahr,"['Orthopedics', 'Dermatology', 'General Medicine']",600,4.2,6,130,31.1278,76.1235,Affordable and friendly staff,Medium,Good
165,Drishti Eye Hospital Nawanshahr,Punjab,Nawanshahr,"['Ophthalmology', 'General Medicine']",500,4.4,3,100,31.129,76.125,Specialized eye care services,Medium,Good
166,Om Hospital Nawanshahr,Punjab,Nawanshahr,"['General Medicine', 'Pathology', 'Dentistry']",450,4.1,6,120,31.1305,76.1265,Good for basic treatments,Low,Good
167,Sher-I-Kashmir Institute Of Medical Sciences,Jammu & Kashmir,Srinagar,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",900,4.6,3,400,34.138,74.8,Top government institute with advanced care,Medium,Excellent
168,Smhs Hospital,Jammu & Kashmir,Srinagar,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",600,4.3,5,350,34.085,74.7973,Major government hospital with good facilities,Medium,Good
169,Fortis Hospital Srinagar,Jammu & Kashmir,Srinagar,"['Cardiology', 'Orthopedics', 'Radiology']",1000,4.5,4,250,34.0902,74.801,Modern private hospital with expert doctors,High,Excellent
170,Shifa Medical Centre,Jammu & Kashmir,Srinagar,"['General Medicine', 'Dermatology', 'Pathology']",550,4.2,6,180,34.0925,74.8032,Reliable and affordable healthcare,Medium,Good
171,Khyber Hospital,Jammu & Kashmir,Srinagar,"['Cardiology', 'Pulmonology', 'General Medicine']",850,4.4,4,220,34.095,74.8055,Well equipped hospital with good services,Medium,Good
172,Noor Hospital Srinagar,Jammu & Kashmir,Srinagar,"['Orthopedics', 'General Medicine', 'Radiology']",700,4.3,5,200,34.0975,74.808,Trusted hospital with experienced staff,Medium,Good
173,Green Valley Hospital,Jammu & Kashmir,Srinagar,"['Ophthalmology', 'General Medicine']",600,4.4,3,150,34.1,74.8102,Specialized eye care services,Medium,Good
174,Life Care Hospital Srinagar,Jammu & Kashmir,Srinagar,"['General Medicine', 'Pathology', 'Dentistry']",500,4.1,6,140,34.1025,74.8125,Affordable and decent care,Medium,Good
175,Government Medical College Hospital Jammu,Jammu & Kashmir,Jammu,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",800,4.5,4,400,32.7266,74.857,Major government hospital with advanced facilities,Medium,Excellent
176,Ascoms Hospital Jammu,Jammu & Kashmir,Jammu,"['General Medicine', 'Orthopedics', 'Pediatrics', 'Radiology']",700,4.3,5,300,32.728,74.8585,Reputed medical college hospital with good care,Medium,Good
177,Fortis Hospital Jammu,Jammu & Kashmir,Jammu,"['Cardiology', 'Orthopedics', 'Radiology']",1000,4.6,3,250,32.7295,74.86,Top private hospital with expert doctors,High,Excellent
178,Shanti Nursing Home Jammu,Jammu & Kashmir,Jammu,"['General Medicine', 'Dermatology', 'Pathology']",550,4.2,6,180,32.731,74.8615,Affordable and reliable healthcare,Medium,Good
179,Gupta Hospital Jammu,Jammu & Kashmir,Jammu,"['Cardiology', 'Pulmonology', 'General Medicine']",850,4.4,4,220,32.7325,74.863,Well equipped hospital with good services,Medium,Good
180,City Hospital Jammu,Jammu & Kashmir,Jammu,"['Orthopedics', 'General Medicine', 'Radiology']",700,4.3,5,200,32.734,74.8645,Trusted hospital with experienced staff,Medium,Good
181,Drishti Eye Hospital Jammu,Jammu & Kashmir,Jammu,"['Ophthalmology', 'General Medicine']",600,4.4,3,150,32.7355,74.866,Specialized eye care with high ratings,Medium,Good
182,Life Care Hospital Jammu,Jammu & Kashmir,Jammu,"['General Medicine', 'Pathology', 'Dentistry']",500,4.1,6,140,32.737,74.8675,Affordable and decent care,Medium,Good
183,Indira Gandhi Medical College Hospital,Himachal Pradesh,Shimla,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",700,4.5,4,400,31.1048,77.1734,Major government hospital with advanced facilities,Medium,Excellent
184,Deen Dayal Upadhyay Hospital,Himachal Pradesh,Shimla,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",500,4.3,6,300,31.1059,77.1748,Trusted government hospital with good services,Medium,Good
185,Himachal Hospital Shimla,Himachal Pradesh,Shimla,"['Cardiology', 'Orthopedics', 'Radiology']",900,4.4,4,250,31.1072,77.176,Modern private hospital with experienced doctors,Medium,Good
186,Sanjeevani Hospital Shimla,Himachal Pradesh,Shimla,"['General Medicine', 'Dermatology', 'Pathology']",550,4.2,6,180,31.1085,77.1775,Affordable and reliable healthcare,Medium,Good
187,City Care Hospital Shimla,Himachal Pradesh,Shimla,"['Cardiology', 'Pulmonology', 'General Medicine']",800,4.3,5,220,31.1098,77.1788,Good hospital with skilled staff,Medium,Good
188,Life Line Hospital Shimla,Himachal Pradesh,Shimla,"['Orthopedics', 'General Medicine', 'Radiology']",700,4.2,5,200,31.111,77.1802,Well equipped hospital with decent facilities,Medium,Good
189,Drishti Eye Hospital Shimla,Himachal Pradesh,Shimla,"['Ophthalmology', 'General Medicine']",600,4.4,3,150,31.1123,77.1815,Specialized eye care with good ratings,Medium,Good
190,Om Hospital Shimla,Himachal Pradesh,Shimla,"['General Medicine', 'Pathology', 'Dentistry']",500,4.1,6,140,31.1135,77.1828,Affordable hospital for basic treatments,Medium,Good
191,Zonal Hospital Dharamshala,Himachal Pradesh,Dharamshala,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",500,4.2,6,250,32.219,76.3234,Major government hospital with good facilities,Medium,Good
192,Tenzin Hospital,Himachal Pradesh,Dharamshala,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",550,4.3,5,180,32.2202,76.3248,Trusted hospital with reliable services,Medium,Good
193,City Hospital Dharamshala,Himachal Pradesh,Dharamshala,"['Cardiology', 'Orthopedics', 'General Medicine']",700,4.3,4,200,32.2215,76.3262,Good facilities with experienced doctors,Medium,Good
194,Life Care Hospital Dharamshala,Himachal Pradesh,Dharamshala,"['Orthopedics', 'Dermatology', 'General Medicine']",600,4.2,6,150,32.2228,76.3275,Affordable and friendly staff,Medium,Good
195,Drishti Eye Hospital Dharamshala,Himachal Pradesh,Dharamshala,"['Ophthalmology', 'General Medicine']",550,4.4,3,120,32.224,76.329,Specialized eye care services,Medium,Good
196,Om Hospital Dharamshala,Himachal Pradesh,Dharamshala,"['General Medicine', 'Pathology', 'Dentistry']",500,4.1,6,140,32.2255,76.3305,Good for basic treatments,Medium,Good
197,Medanta The Medicity,Haryana,Gurugram,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1500,4.8,2,500,28.4383,77.04,World class hospital with top specialists,High,Excellent
198,Fortis Memorial Research Institute,Haryana,Gurugram,"['Cardiology', 'Orthopedics', 'Neurology', 'Radiology']",1400,4.7,3,400,28.4395,77.0415,Highly reputed hospital with advanced care,High,Excellent
199,Artemis Hospital,Haryana,Gurugram,"['Cardiology', 'Oncology', 'Pulmonology', 'Radiology']",1300,4.6,3,350,28.4408,77.043,Modern hospital with excellent infrastructure,High,Excellent
200,Max Hospital Gurugram,Haryana,Gurugram,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",1200,4.6,4,300,28.442,77.0445,Trusted hospital with expert doctors,High,Excellent
201,Paras Hospitals,Haryana,Gurugram,"['Cardiology', 'Orthopedics', 'General Medicine']",1100,4.5,4,280,28.4432,77.046,Well equipped hospital with good services,High,Excellent
202,Narayana Superspeciality Hospital,Haryana,Gurugram,"['Cardiology', 'Neurology', 'Radiology']",1000,4.5,4,250,28.4445,77.0475,Affordable multi-speciality hospital,High,Excellent
203,Columbia Asia Hospital,Haryana,Gurugram,"['General Medicine', 'Pediatrics', 'ENT', 'Radiology']",900,4.4,5,220,28.4458,77.049,Reliable hospital with good patient care,Medium,Good
204,Life Line Hospital Gurugram,Haryana,Gurugram,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,200,28.447,77.0505,Affordable and friendly staff,Medium,Good
205,Drishti Eye Hospital Gurugram,Haryana,Gurugram,"['Ophthalmology', 'General Medicine']",700,4.5,3,150,28.4482,77.052,Specialized eye care with high ratings,Medium,Excellent
206,City Hospital Gurugram,Haryana,Gurugram,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,180,28.4495,77.0535,Decent hospital for basic treatments,Medium,Good
207,Asian Institute Of Medical Sciences,Haryana,Faridabad,"['Cardiology', 'Neurology', 'Orthopedics', 'Radiology']",1200,4.6,3,400,28.4089,77.3178,Top multi-speciality hospital with advanced care,High,Excellent
208,Fortis Escorts Hospital,Haryana,Faridabad,"['Cardiology', 'Orthopedics', 'Radiology']",1100,4.5,4,300,28.4102,77.3192,Well known hospital with experienced doctors,High,Excellent
209,Sarvodaya Hospital,Haryana,Faridabad,"['Cardiology', 'Pulmonology', 'General Medicine']",1000,4.5,4,280,28.4115,77.3205,Trusted hospital with modern facilities,High,Excellent
210,Qrg Health City,Haryana,Faridabad,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",1100,4.6,3,350,28.4128,77.322,Highly reputed hospital with expert staff,High,Excellent
211,Metro Heart Institute,Haryana,Faridabad,"['Cardiology', 'General Medicine', 'Radiology']",900,4.4,5,250,28.414,77.3235,Good heart care hospital with reliable services,Medium,Good
212,Life Care Hospital Faridabad,Haryana,Faridabad,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,200,28.4152,77.325,Affordable and friendly staff,Medium,Good
213,Drishti Eye Hospital Faridabad,Haryana,Faridabad,"['Ophthalmology', 'General Medicine']",700,4.5,3,150,28.4165,77.3265,Specialized eye care with good ratings,Medium,Excellent
214,City Hospital Faridabad,Haryana,Faridabad,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,180,28.4178,77.328,Decent hospital for basic treatments,Medium,Good
215,Civil Hospital Panipat,Haryana,Panipat,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",400,4.1,7,250,29.3909,76.9635,Major government hospital with basic facilities,Low,Good
216,Park Hospital Panipat,Haryana,Panipat,"['Cardiology', 'Orthopedics', 'General Medicine']",800,4.4,4,220,29.3922,76.965,Well equipped hospital with good services,Medium,Good
217,City Hospital Panipat,Haryana,Panipat,"['General Medicine', 'Pediatrics', 'ENT']",550,4.2,5,160,29.3935,76.9665,Reliable and affordable healthcare,Medium,Good
218,Life Care Hospital Panipat,Haryana,Panipat,"['Orthopedics', 'Dermatology', 'General Medicine']",650,4.3,5,180,29.3948,76.968,Affordable and friendly staff,Medium,Good
219,Drishti Eye Hospital Panipat,Haryana,Panipat,"['Ophthalmology', 'General Medicine']",600,4.4,3,140,29.396,76.9695,Specialized eye care services,Medium,Good
220,Om Hospital Panipat,Haryana,Panipat,"['General Medicine', 'Pathology', 'Dentistry']",500,4.1,6,150,29.3972,76.971,Good for basic treatments,Medium,Good
221,Civil Hospital Hisar,Haryana,Hisar,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",400,4.1,7,250,29.1492,75.7217,Major government hospital with basic facilities,Low,Good
222,Sapra Multispeciality Hospital,Haryana,Hisar,"['Cardiology', 'Orthopedics', 'General Medicine']",800,4.4,4,220,29.1505,75.723,Well equipped hospital with good services,Medium,Good
223,City Hospital Hisar,Haryana,Hisar,"['General Medicine', 'Pediatrics', 'ENT']",550,4.2,5,160,29.1518,75.7245,Reliable and affordable healthcare,Medium,Good
224,Life Care Hospital Hisar,Haryana,Hisar,"['Orthopedics', 'Dermatology', 'General Medicine']",650,4.3,5,180,29.1531,75.726,Affordable and friendly staff,Medium,Good
225,Drishti Eye Hospital Hisar,Haryana,Hisar,"['Ophthalmology', 'General Medicine']",600,4.4,3,140,29.1544,75.7275,Specialized eye care services,Medium,Good
226,Om Hospital Hisar,Haryana,Hisar,"['General Medicine', 'Pathology', 'Dentistry']",500,4.1,6,150,29.1557,75.729,Good for basic treatments,Medium,Good
227,Pgims Rohtak,Haryana,Rohtak,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",800,4.6,4,500,28.8955,76.6066,Major government medical institute with advanced facilities,Medium,Excellent
228,Civil Hospital Rohtak,Haryana,Rohtak,"['General Medicine', 'Orthopedics', 'Pediatrics', 'ENT']",500,4.2,6,300,28.8968,76.608,Trusted government hospital with good services,Medium,Good
229,City Hospital Rohtak,Haryana,Rohtak,"['Cardiology', 'Orthopedics', 'General Medicine']",700,4.3,4,200,28.8981,76.6095,Well equipped hospital with experienced doctors,Medium,Good
230,Life Care Hospital Rohtak,Haryana,Rohtak,"['Orthopedics', 'Dermatology', 'General Medicine']",650,4.3,5,180,28.8994,76.611,Affordable and friendly staff,Medium,Good
231,Drishti Eye Hospital Rohtak,Haryana,Rohtak,"['Ophthalmology', 'General Medicine']",600,4.4,3,150,28.9007,76.6125,Specialized eye care services,Medium,Good
232,Om Hospital Rohtak,Haryana,Rohtak,"['General Medicine', 'Pathology', 'Dentistry']",500,4.1,6,150,28.902,76.614,Good for basic treatments,Medium,Good
233,Aiims New Delhi,Delhi,New Delhi,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",800,4.9,3,1000,28.5672,77.21,Premier government institute with world class medical care,Medium,Excellent
234,Safdarjung Hospital,Delhi,New Delhi,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",600,4.5,5,900,28.5685,77.2085,Major government hospital with large capacity,Medium,Excellent
235,Apollo Hospital Delhi,Delhi,New Delhi,"['Cardiology', 'Oncology', 'Neurology', 'Radiology']",1500,4.7,3,500,28.542,77.283,Top private hospital with advanced facilities,High,Excellent
236,Fortis Escorts Heart Institute,Delhi,New Delhi,"['Cardiology', 'General Medicine', 'Radiology']",1400,4.7,3,400,28.561,77.273,Highly reputed cardiac care hospital,High,Excellent
237,Max Super Speciality Hospital Saket,Delhi,New Delhi,"['Cardiology', 'Neurology', 'Orthopedics', 'Radiology']",1300,4.6,4,350,28.527,77.219,Trusted hospital with expert doctors,High,Excellent
238,Blk-Max Super Speciality Hospital,Delhi,New Delhi,"['Cardiology', 'Oncology', 'Orthopedics', 'Radiology']",1400,4.6,4,400,28.6445,77.191,Well equipped hospital with modern infrastructure,High,Excellent
239,Sir Ganga Ram Hospital,Delhi,New Delhi,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",1200,4.6,4,450,28.638,77.189,Highly reputed hospital with experienced staff,High,Excellent
240,Artemis Lite Delhi,Delhi,New Delhi,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,250,28.615,77.23,Reliable hospital with good patient care,Medium,Good
241,Eye7 Eye Hospital,Delhi,New Delhi,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,28.63,77.22,Specialized eye care hospital with high ratings,Medium,Excellent
242,City Hospital Delhi,Delhi,New Delhi,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,28.62,77.2105,Affordable hospital for basic treatments,Medium,Good
243,Sgpgi Lucknow,Uttar Pradesh,Lucknow,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",900,4.7,3,800,26.8467,80.9462,Top government institute with advanced medical care,Medium,Excellent
244,Kgmu Hospital,Uttar Pradesh,Lucknow,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",700,4.5,5,900,26.8478,80.9475,Highly reputed medical university hospital,Medium,Excellent
245,Medanta Hospital Lucknow,Uttar Pradesh,Lucknow,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1400,4.7,3,500,26.849,80.949,Modern hospital with world class facilities,High,Excellent
246,Max Super Speciality Hospital Lucknow,Uttar Pradesh,Lucknow,"['Cardiology', 'Neurology', 'Orthopedics', 'Radiology']",1300,4.6,4,400,26.8502,80.9505,Trusted hospital with expert doctors,High,Excellent
247,Sahara Hospital Lucknow,Uttar Pradesh,Lucknow,"['Cardiology', 'Oncology', 'General Medicine', 'Radiology']",1200,4.6,4,350,26.8515,80.952,Well equipped hospital with modern infrastructure,High,Excellent
248,Charak Hospital Lucknow,Uttar Pradesh,Lucknow,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",800,4.4,5,250,26.8528,80.9535,Reliable and affordable healthcare,Medium,Good
249,Vivekananda Hospital Lucknow,Uttar Pradesh,Lucknow,"['Cardiology', 'Orthopedics', 'General Medicine']",900,4.5,4,300,26.854,80.955,Good hospital with experienced staff,Medium,Excellent
250,Life Line Hospital Lucknow,Uttar Pradesh,Lucknow,"['Orthopedics', 'Dermatology', 'General Medicine']",750,4.3,5,220,26.8552,80.9565,Affordable and friendly staff,Medium,Good
251,Drishti Eye Hospital Lucknow,Uttar Pradesh,Lucknow,"['Ophthalmology', 'General Medicine']",700,4.5,3,180,26.8565,80.958,Specialized eye care with high ratings,Medium,Excellent
252,City Hospital Lucknow,Uttar Pradesh,Lucknow,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,26.8578,80.9595,Decent hospital for basic treatments,Medium,Good
253,Jaypee Hospital Noida,Uttar Pradesh,Noida,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",1400,4.7,3,500,28.567,77.333,Top multi-speciality hospital with advanced care,High,Excellent
254,Fortis Hospital Noida,Uttar Pradesh,Noida,"['Cardiology', 'Orthopedics', 'Radiology']",1300,4.6,4,400,28.5685,77.3345,Highly reputed hospital with expert doctors,High,Excellent
255,Max Multi Speciality Hospital Noida,Uttar Pradesh,Noida,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",1200,4.6,4,350,28.57,77.336,Trusted hospital with good patient care,High,Excellent
256,Kailash Hospital Noida,Uttar Pradesh,Noida,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,28.5715,77.3375,Well equipped hospital with modern facilities,High,Excellent
257,Yatharth Super Speciality Hospital,Uttar Pradesh,Noida,"['Cardiology', 'Pulmonology', 'General Medicine']",1100,4.5,4,320,28.573,77.339,Reliable hospital with experienced staff,High,Excellent
258,Metro Hospital Noida,Uttar Pradesh,Noida,"['Cardiology', 'Orthopedics', 'General Medicine']",900,4.4,5,280,28.5745,77.3405,Affordable hospital with good services,Medium,Good
259,Drishti Eye Hospital Noida,Uttar Pradesh,Noida,"['Ophthalmology', 'General Medicine']",800,4.5,3,200,28.576,77.342,Specialized eye care hospital,Medium,Excellent
260,City Hospital Noida,Uttar Pradesh,Noida,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,28.5775,77.3435,Decent hospital for basic treatments,Medium,Good
261,Gsvm Medical College Hospital,Uttar Pradesh,Kanpur,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",700,4.4,5,800,26.4499,80.3319,Major government medical college with advanced facilities,Medium,Good
262,Regency Hospital Kanpur,Uttar Pradesh,Kanpur,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,400,26.4512,80.3335,Highly reputed private hospital with expert doctors,High,Excellent
263,Madhuraj Hospital,Uttar Pradesh,Kanpur,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,26.4525,80.335,Well equipped hospital with good services,High,Excellent
264,Apollo Spectra Hospital Kanpur,Uttar Pradesh,Kanpur,"['Orthopedics', 'General Medicine', 'Radiology']",1100,4.5,4,250,26.4538,80.3365,Modern hospital with good patient care,High,Excellent
265,Kulwanti Hospital Kanpur,Uttar Pradesh,Kanpur,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",800,4.3,6,220,26.4551,80.338,Reliable and affordable healthcare,Medium,Good
266,Life Line Hospital Kanpur,Uttar Pradesh,Kanpur,"['Orthopedics', 'Dermatology', 'General Medicine']",750,4.3,5,200,26.4564,80.3395,Affordable and friendly staff,Medium,Good
267,Drishti Eye Hospital Kanpur,Uttar Pradesh,Kanpur,"['Ophthalmology', 'General Medicine']",700,4.5,3,180,26.4577,80.341,Specialized eye care with high ratings,Medium,Excellent
268,City Hospital Kanpur,Uttar Pradesh,Kanpur,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,26.459,80.3425,Decent hospital for basic treatments,Medium,Good
269,Bhu Sir Sunderlal Hospital,Uttar Pradesh,Varanasi,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",700,4.5,5,900,25.2677,82.9913,Major government hospital with advanced facilities,Medium,Excellent
270,Heritage Hospital Varanasi,Uttar Pradesh,Varanasi,"['Cardiology', 'Orthopedics', 'Radiology']",1100,4.6,4,350,25.269,82.9928,Well known private hospital with expert doctors,High,Excellent
271,Apex Hospital Varanasi,Uttar Pradesh,Varanasi,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,25.2703,82.9943,Good hospital with modern facilities,High,Excellent
272,Life Line Hospital Varanasi,Uttar Pradesh,Varanasi,"['Orthopedics', 'Dermatology', 'General Medicine']",750,4.3,5,220,25.2716,82.9958,Affordable and friendly staff,Medium,Good
273,Galaxy Hospital Varanasi,Uttar Pradesh,Varanasi,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",800,4.4,6,250,25.2729,82.9973,Reliable and affordable healthcare,Medium,Good
274,Drishti Eye Hospital Varanasi,Uttar Pradesh,Varanasi,"['Ophthalmology', 'General Medicine']",700,4.5,3,180,25.2742,82.9988,Specialized eye care with high ratings,Medium,Excellent
275,City Hospital Varanasi,Uttar Pradesh,Varanasi,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,25.2755,83.0003,Decent hospital for basic treatments,Medium,Good
276,Om Hospital Varanasi,Uttar Pradesh,Varanasi,"['Cardiology', 'Pulmonology', 'General Medicine']",900,4.4,4,260,25.2768,83.0018,Trusted hospital with good services,Medium,Good
277,Sms Hospital Jaipur,Rajasthan,Jaipur,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",600,4.5,5,1000,26.9124,75.7873,Major government hospital with large capacity,Medium,Excellent
278,Fortis Escorts Hospital Jaipur,Rajasthan,Jaipur,"['Cardiology', 'Orthopedics', 'Radiology']",1200,4.6,4,400,26.9138,75.7888,Highly reputed hospital with expert doctors,High,Excellent
279,Narayana Multispeciality Hospital Jaipur,Rajasthan,Jaipur,"['Cardiology', 'Neurology', 'Radiology']",1100,4.6,4,350,26.9152,75.7903,Modern hospital with advanced facilities,High,Excellent
280,Apex Hospitals Jaipur,Rajasthan,Jaipur,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,26.9166,75.7918,Well equipped hospital with good services,High,Excellent
281,Ehcc Hospital Jaipur,Rajasthan,Jaipur,"['Cardiology', 'Oncology', 'Orthopedics', 'Radiology']",1300,4.7,3,500,26.918,75.7933,Top private hospital with modern infrastructure,High,Excellent
282,Ck Birla Hospital Jaipur,Rajasthan,Jaipur,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",900,4.4,5,250,26.9194,75.7948,Reliable and affordable healthcare,Medium,Good
283,Santokba Durlabhji Hospital,Rajasthan,Jaipur,"['Cardiology', 'Orthopedics', 'General Medicine']",950,4.5,4,300,26.9208,75.7963,Trusted hospital with experienced staff,Medium,Excellent
284,Life Line Hospital Jaipur,Rajasthan,Jaipur,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,26.9222,75.7978,Affordable and friendly staff,Medium,Good
285,Drishti Eye Hospital Jaipur,Rajasthan,Jaipur,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,26.9236,75.7993,Specialized eye care with high ratings,Medium,Excellent
286,City Hospital Jaipur,Rajasthan,Jaipur,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,26.925,75.8008,Decent hospital for basic treatments,Medium,Good
287,Geetanjali Medical College & Hospital,Rajasthan,Udaipur,"['Cardiology', 'Neurology', 'General Medicine', 'Radiology']",900,4.5,4,600,24.5854,73.7125,Major medical college hospital with advanced facilities,Medium,Excellent
288,Gbh American Hospital,Rajasthan,Udaipur,"['Cardiology', 'Orthopedics', 'Radiology']",1100,4.6,4,350,24.5868,73.714,Well known private hospital with expert doctors,High,Excellent
289,Mewar Hospital,Rajasthan,Udaipur,"['Cardiology', 'General Medicine', 'Radiology']",1000,4.5,5,300,24.5882,73.7155,Trusted hospital with modern infrastructure,High,Excellent
290,Life Line Hospital Udaipur,Rajasthan,Udaipur,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,24.5896,73.717,Affordable and friendly staff,Medium,Good
291,Aravali Hospital Udaipur,Rajasthan,Udaipur,"['General Medicine', 'Pediatrics', 'ENT', 'Pathology']",850,4.4,5,250,24.591,73.7185,Reliable and affordable healthcare,Medium,Good
292,Drishti Eye Hospital Udaipur,Rajasthan,Udaipur,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,24.5924,73.72,Specialized eye care with high ratings,Medium,Excellent
293,City Hospital Udaipur,Rajasthan,Udaipur,"['General Medicine', 'Pathology', 'Dentistry']",600,4.2,6,200,24.5938,73.7215,Decent hospital for basic treatments,Medium,Good
294,Om Hospital Udaipur,Rajasthan,Udaipur,"['Cardiology', 'Pulmonology', 'General Medicine']",900,4.4,4,260,24.5952,73.723,Trusted hospital with good services,Medium,Good
295,Aiims Jodhpur,Rajasthan,Jodhpur,"['Cardiology', 'Neurology', 'Oncology', 'Radiology']",900,4.7,3,800,26.2389,73.0243,Premier government institute with advanced medical care,Medium,Excellent
296,Mathuradas Mathur Hospital,Rajasthan,Jodhpur,"['General Medicine', 'Cardiology', 'Orthopedics', 'Radiology']",600,4.4,5,700,26.2402,73.0258,Major government hospital with large capacity,Medium,Good
297,Goyal Hospital Jodhpur,Rajasthan,Jodhpur,"['Cardiology', 'Orthopedics', 'Radiology']",1000,4.5,4,350,26.2415,73.0273,Well equipped hospital with experienced doctors,High,Excellent
298,Medipulse Hospital Jodhpur,Rajasthan,Jodhpur,"['Cardiology', 'General Medicine', 'Radiology']",1100,4.6,4,400,26.2428,73.0288,Modern hospital with advanced facilities,High,Excellent
299,Life Line Hospital Jodhpur,Rajasthan,Jodhpur,"['Orthopedics', 'Dermatology', 'General Medicine']",800,4.3,5,220,26.2441,73.0303,Affordable and friendly staff,Medium,Good
300,Drishti Eye Hospital Jodhpur,Rajasthan,Jodhpur,"['Ophthalmology', 'General Medicine']",700,4.5,3,200,26.2454,73.0318,Specialized eye care with high ratings,Medium,Excellent
